Benh,TrieuChung_1,TrieuChung_2,TrieuChung_3,TrieuChung_4,TrieuChung_5,TrieuChung_6,TrieuChung_7,TrieuChung_8
Dị ứng,ngứa,chảy nước mắt,hắt hơi,phát ban,,,,
Hen suyễn,ho,đau ngực,khó thở,thở khò khè,,,,
Viêm dạ dày,ợ chua,chán ăn,đau bụng,,,,,
Cảm lạnh,hắt hơi,ho,sổ mũi,nghẹt mũi,,,,
Cảm cúm,sốt cao,mệt mỏi,đau họng,đau nhức cơ,ho,,,
Cảm cúm,đau nhức cơ,đau đầu,sốt cao,mệt mỏi,ho,ớn lạnh,,
Cảm lạnh,nghẹt mũi,hắt hơi,sổ mũi,,,,,
Viêm xoang,đau mặt,nghẹt mũi,,,,,,
Dị ứng,ngứa,chảy nước mắt,,,,,,
Đau nửa đầu,đau đầu,chóng mặt,nhạy cảm ánh sáng,buồn nôn,,,,
Tiêu chảy cấp,buồn nôn,tiêu chảy,đau bụng,,,,,
Viêm dạ dày,ợ chua,chán ăn,buồn nôn,đau bụng,,,,
Viêm phế quản,khó thở,ho có đờm,đau ngực,,,,,
Dị ứng,phát ban,ngứa,hắt hơi,chảy nước mắt,,,,
Viêm phổi,khó thở,ho có đờm,sốt cao,,,,,
Viêm phổi,ho có đờm,khó thở,sốt cao,mệt mỏi,,,,
Viêm phổi,khó thở,đau ngực,ho có đờm,sốt cao,ớn lạnh,,,
Hen suyễn,khó thở,ho,đau ngực,,,,,
Tiêu chảy cấp,nôn,sốt,đau bụng,mất nước,tiêu chảy,,,
Sốt xuất huyết,đau sau hốc mắt,chảy máu cam,đau khớp,phát ban,sốt cao,,,
Viêm phế quản,đau ngực,sốt nhẹ,ho có đờm,khó thở,mệt mỏi,,,
Sốt xuất huyết,sốt cao,đau đầu,phát ban,đau sau hốc mắt,buồn nôn,đau mặt,,
Viêm họng,sưng hạch,đau họng,ho,khó nuốt,,,,
Cảm cúm,mệt mỏi,chảy nước mắt,ho,sốt cao,ớn lạnh,đau họng,,
Đau nửa đầu,nôn,nhạy cảm ánh sáng,buồn nôn,đau đầu,,,,
Cảm lạnh,sổ mũi,hắt hơi,nghẹt mũi,,,,,
Tiêu chảy cấp,đau bụng,tiêu chảy,,,,,,
Sốt xuất huyết,sốt cao,đau đầu,chảy máu cam,phát ban,đau sau hốc mắt,,,
Viêm họng,đau họng,ho,khó nuốt,sốt,sưng hạch,,,
Cảm lạnh,hắt hơi,mệt mỏi,đau họng,sổ mũi,ho,,,
Tiêu chảy cấp,tiêu chảy,đau bụng,nôn,sốt,,,,
Đau nửa đầu,đau đầu,nôn,nhạy cảm ánh sáng,,,,,
Cảm lạnh,nghẹt mũi,hắt hơi,sổ mũi,,,,,
Viêm phế quản,khó thở,sốt nhẹ,đau ngực,ho có đờm,mệt mỏi,,,
Sốt rét,đổ mồ hôi,buồn nôn,đau đầu,ớn lạnh,sốt cao,,,
Cảm cúm,đau nhức cơ,ho,mệt mỏi,đau đầu,đau họng,sốt cao,,
Sốt rét,mệt mỏi,đổ mồ hôi,buồn nôn,ớn lạnh,sốt cao,,,
Cảm lạnh,nghẹt mũi,hắt hơi,sổ mũi,,,,,
Sốt xuất huyết,đau đầu,sốt cao,phát ban,chảy máu cam,đau sau hốc mắt,,,
Viêm dạ dày,buồn nôn,ợ chua,đau bụng,đầy hơi,,,,
Viêm phổi,đau ngực,ho có đờm,ớn lạnh,sốt cao,khó thở,,,
Thủy đậu,chán ăn,sốt,ngứa,phát ban,mệt mỏi,,,
Tiêu chảy cấp,tiêu chảy,đau bụng,buồn nôn,nôn,mất nước,,,
Dị ứng,hắt hơi,ngứa,,,,,,
Viêm phổi,ớn lạnh,ho có đờm,khó thở,sốt cao,,,,
Cảm lạnh,sổ mũi,hắt hơi,đau họng,nghẹt mũi,mệt mỏi,,,
Tiêu chảy cấp,buồn nôn,đau bụng,chóng mặt,tiêu chảy,nôn,,,
Sốt xuất huyết,đau đầu,sốt cao,đau sau hốc mắt,phát ban,,,,
Viêm phổi,sốt cao,ớn lạnh,mệt mỏi,ho có đờm,đau sau hốc mắt,khó thở,,
Đau nửa đầu,nhạy cảm ánh sáng,buồn nôn,đau đầu,nôn,,,,
Viêm dạ dày,ợ chua,đau bụng,sổ mũi,chán ăn,đầy hơi,,,
Viêm phế quản,ho có đờm,khó thở,đau ngực,,,,,
Viêm xoang,giảm khứu giác,sổ mũi,nghẹt mũi,đau mặt,,,,
Thủy đậu,chán ăn,mệt mỏi,ngứa,phát ban,,,,
Dị ứng,nghẹt mũi,ngứa,chảy nước mắt,,,,,
Cảm cúm,mệt mỏi,đau họng,đau nhức cơ,ớn lạnh,sốt cao,,,
Sốt rét,đau đầu,khó thở,sốt cao,đổ mồ hôi,ớn lạnh,mệt mỏi,buồn nôn,
Viêm họng,sưng hạch,khó nuốt,đau họng,,,,,
Viêm phổi,mệt mỏi,ớn lạnh,ho có đờm,sốt cao,,,,
Viêm xoang,nghẹt mũi,đau mặt,giảm khứu giác,đau đầu,sổ mũi,,,
Sốt rét,đau đầu,ớn lạnh,đổ mồ hôi,mệt mỏi,sốt cao,,,
Dị ứng,phát ban,chảy nước mắt,ngứa,,,,,
Viêm họng,đau họng,sốt,khó nuốt,,,,,
Sốt xuất huyết,buồn nôn,sốt cao,phát ban,đau sau hốc mắt,,,,
Tiêu chảy cấp,mất nước,tiêu chảy,đau bụng,nôn,sốt,,,
Cảm cúm,đau nhức cơ,sốt cao,mệt mỏi,ớn lạnh,đau đầu,,,
Tiêu chảy cấp,tiêu chảy,buồn nôn,đau bụng,mất nước,nôn,,,
Viêm dạ dày,ợ chua,chán ăn,đau bụng,nôn,,,,
Tiêu chảy cấp,tiêu chảy,đau bụng,,,,,,
Hen suyễn,thở khò khè,đau ngực,khó thở,ho,,,,
Viêm họng,khó nuốt,sốt,,,,,,
Thủy đậu,phát ban,chán ăn,sốt,ngứa,mệt mỏi,,,
Sốt rét,sốt cao,đau đầu,đổ mồ hôi,,,,,
Viêm xoang,giảm khứu giác,đau đầu,đau mặt,nghẹt mũi,,,,
Thủy đậu,mệt mỏi,ngứa,phát ban,,,,,
Viêm phế quản,ho có đờm,đau ngực,khó thở,,,,,
Viêm phổi,ho có đờm,mệt mỏi,khó thở,đau ngực,sốt cao,,,
Hen suyễn,đau ngực,thở khò khè,ho,,,,,
Viêm phế quản,khó thở,mệt mỏi,ho có đờm,,,,,
Viêm họng,đau họng,khó nuốt,ho,,,,,
Tiêu chảy cấp,tiêu chảy,buồn nôn,mất nước,sốt,,,,
Viêm dạ dày,ợ chua,nôn,buồn nôn,đau bụng,,,,
Đau nửa đầu,nôn,nhạy cảm ánh sáng,đau đầu,chóng mặt,,,,
Hen suyễn,thở khò khè,ho,,,,,,
Viêm họng,khó nuốt,đau họng,sốt,,,,,
Sốt rét,đau đầu,ớn lạnh,sốt cao,,,,,
Tiêu chảy cấp,đau bụng,tiêu chảy,buồn nôn,nôn,mất nước,,,
Viêm dạ dày,chán ăn,buồn nôn,ợ chua,đau bụng,đầy hơi,,,
Thủy đậu,phát ban,mệt mỏi,ngứa,sốt,,,,
Đau nửa đầu,nhạy cảm ánh sáng,nôn,đau đầu,,,,,
Đau nửa đầu,buồn nôn,đau đầu,,,,,,
Hen suyễn,thở khò khè,khó thở,,,,,,
Thủy đậu,chán ăn,ngứa,sốt,phát ban,,,,
Viêm dạ dày,đau bụng,nôn,ợ chua,,,,,
Sốt rét,buồn nôn,đổ mồ hôi,sốt cao,,,,,
Viêm xoang,nghẹt mũi,đau mặt,đau đầu,,,,,
Thủy đậu,khó nuốt,ngứa,mệt mỏi,phát ban,chán ăn,,,
Cảm lạnh,hắt hơi,sổ mũi,nghẹt mũi,,,,,
Viêm họng,đau họng,sốt,sưng hạch,khó nuốt,,,,
Cảm cúm,mệt mỏi,sốt cao,đau nhức cơ,đau đầu,ho,ớn lạnh,,
Thủy đậu,ngứa,mệt mỏi,phát ban,chóng mặt,,,,
Viêm họng,ho,khó nuốt,đau họng,sưng hạch,,,,
Viêm họng,khó nuốt,đau họng,sưng hạch,,,,,
Viêm phế quản,đau ngực,ho có đờm,khó thở,mệt mỏi,,,,
Viêm họng,sưng hạch,khó nuốt,sốt,ho,,,,
Sốt rét,đau đầu,sốt cao,ớn lạnh,đổ mồ hôi,mệt mỏi,,,
Viêm phổi,khó thở,ớn lạnh,ho có đờm,sốt cao,mệt mỏi,,,
Viêm phế quản,đau ngực,sốt nhẹ,ho có đờm,khó thở,,,,
Hen suyễn,thở khò khè,khó thở,,,,,,
Dị ứng,ngứa,phát ban,hắt hơi,nghẹt mũi,,,,
Viêm phế quản,mệt mỏi,ho có đờm,đau ngực,khó thở,,,,
Viêm xoang,giảm khứu giác,nghẹt mũi,đau đầu,,,,,
Cảm lạnh,ho,sổ mũi,hắt hơi,nghẹt mũi,,,,
Viêm họng,ho,đau họng,khó nuốt,,,,,
Viêm phổi,khó thở,ớn lạnh,ho có đờm,sốt cao,,,,
Hen suyễn,thở khò khè,,,,,,,
Sốt xuất huyết,đau sau hốc mắt,sốt cao,phát ban,đau khớp,,,,
Viêm họng,đau họng,ho,khó nuốt,sưng hạch,,,,
Viêm phế quản,khó thở,đau ngực,mệt mỏi,sốt nhẹ,,,,
Tiêu chảy cấp,nôn,đau bụng,buồn nôn,mất nước,tiêu chảy,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,chóng mặt,buồn nôn,,,,
Cảm lạnh,hắt hơi,nghẹt mũi,sổ mũi,ho,,,,
Viêm phổi,sốt cao,ho có đờm,đau ngực,mệt mỏi,,,,
Viêm họng,sưng hạch,giảm khứu giác,đau họng,khó nuốt,,,,
Sốt xuất huyết,đau ngực,đau đầu,đau sau hốc mắt,sốt cao,phát ban,đau khớp,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,nôn,chóng mặt,,,,
Cảm lạnh,hắt hơi,ho,nghẹt mũi,mệt mỏi,sổ mũi,,,
Viêm dạ dày,nôn,ợ chua,đau bụng,buồn nôn,,,,
Sốt rét,đau đầu,ớn lạnh,đổ mồ hôi,sốt cao,nghẹt mũi,,,
Cảm cúm,đau đầu,đau nhức cơ,ho,sốt cao,mệt mỏi,,,
Sốt rét,ớn lạnh,đổ mồ hôi,mệt mỏi,buồn nôn,sốt cao,đau đầu,,
Hen suyễn,khó thở,thở khò khè,ho,,,,,
Cảm lạnh,nghẹt mũi,sổ mũi,hắt hơi,ho,,,,
Sốt xuất huyết,đau khớp,sốt cao,đau sau hốc mắt,,,,,
Viêm họng,khó nuốt,đau họng,sưng hạch,sốt,ho,,,
Viêm phổi,mệt mỏi,ho có đờm,sốt cao,ớn lạnh,,,,
Sốt rét,buồn nôn,ớn lạnh,sốt cao,đổ mồ hôi,,,,
Hen suyễn,ho,thở khò khè,khó thở,đau họng,,,,
Cảm lạnh,đau họng,sổ mũi,nghẹt mũi,hắt hơi,,,,
Tiêu chảy cấp,khó thở,tiêu chảy,nôn,đau bụng,buồn nôn,,,
Sốt xuất huyết,sốt cao,phát ban,buồn nôn,đau sau hốc mắt,đau đầu,chảy máu cam,,
Dị ứng,phát ban,nghẹt mũi,hắt hơi,sổ mũi,,,,
Đau nửa đầu,nhạy cảm ánh sáng,chóng mặt,đau đầu,,,,,
Viêm phổi,sốt cao,ớn lạnh,khó thở,mệt mỏi,ho có đờm,,,
Dị ứng,ngứa,phát ban,nghẹt mũi,hắt hơi,,,,
Cảm lạnh,sổ mũi,đổ mồ hôi,hắt hơi,nghẹt mũi,,,,
Dị ứng,phát ban,chảy nước mắt,hắt hơi,ngứa,,,,
Cảm lạnh,hắt hơi,ho,nghẹt mũi,ngứa,sổ mũi,,,
Tiêu chảy cấp,nôn,đau bụng,tiêu chảy,sốt,mất nước,,,
Sốt xuất huyết,sốt cao,chảy máu cam,đau sau hốc mắt,phát ban,đau đầu,,,
Cảm lạnh,hắt hơi,sổ mũi,mệt mỏi,đau họng,nghẹt mũi,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,đau đầu,sốt cao,chảy máu cam,đau khớp,,
Viêm dạ dày,buồn nôn,đầy hơi,chán ăn,ợ chua,,,,
Hen suyễn,thở khò khè,khó thở,đau ngực,,,,,
Tiêu chảy cấp,đau bụng,tiêu chảy,,,,,,
Dị ứng,hắt hơi,ngứa,chảy nước mắt,,,,,
Viêm phổi,sốt cao,khó thở,đau ngực,ho có đờm,mệt mỏi,ớn lạnh,,
Dị ứng,ngứa,hắt hơi,phát ban,nghẹt mũi,,,,
Viêm phổi,khó thở,ho có đờm,,,,,,
Tiêu chảy cấp,nôn,đau bụng,tiêu chảy,,,,,
Đau nửa đầu,nôn,đau đầu,chóng mặt,buồn nôn,nhạy cảm ánh sáng,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,nôn,chóng mặt,,,,
Sốt xuất huyết,đau sau hốc mắt,chảy máu cam,buồn nôn,phát ban,đau khớp,,,
Viêm phế quản,đau ngực,ho có đờm,mệt mỏi,khó thở,sốt nhẹ,,,
Viêm phổi,mệt mỏi,ớn lạnh,ho có đờm,khó thở,sốt cao,,,
Sốt xuất huyết,sốt cao,buồn nôn,phát ban,đau sau hốc mắt,đau đầu,,,
Đau nửa đầu,buồn nôn,nôn,chóng mặt,đau đầu,chán ăn,nhạy cảm ánh sáng,,
Viêm xoang,giảm khứu giác,đau mặt,đau đầu,sổ mũi,nghẹt mũi,,,
Viêm dạ dày,đau bụng,đầy hơi,ợ chua,nôn,,,,
Cảm cúm,ớn lạnh,mệt mỏi,đau nhức cơ,đau họng,ho,sốt cao,đau đầu,
Viêm phổi,sốt cao,đau ngực,khó thở,ho có đờm,,,,
Đau nửa đầu,nhạy cảm ánh sáng,nôn,đau đầu,chóng mặt,,,,
Viêm họng,đau họng,ho,khó nuốt,,,,,
Sốt rét,sốt cao,mệt mỏi,đổ mồ hôi,buồn nôn,,,,
Viêm phổi,sốt cao,ho có đờm,khó thở,ớn lạnh,đau ngực,,,
Thủy đậu,sốt,ngứa,chán ăn,,,,,
Đau nửa đầu,buồn nôn,chóng mặt,đau đầu,,,,,
Viêm phổi,ớn lạnh,khó thở,đau ngực,mệt mỏi,ho có đờm,,,
Viêm phế quản,khó thở,đau ngực,ho có đờm,,,,,
Viêm dạ dày,đau bụng,đầy hơi,chán ăn,ợ chua,nôn,,,
Sốt rét,mệt mỏi,ớn lạnh,đổ mồ hôi,sốt cao,đau đầu,,,
Cảm lạnh,ho,hắt hơi,nghẹt mũi,đau họng,sổ mũi,,,
Sốt xuất huyết,sốt cao,chảy máu cam,đau khớp,đau sau hốc mắt,phát ban,buồn nôn,,
Tiêu chảy cấp,tiêu chảy,mất nước,sốt,,,,,
Viêm xoang,thở khò khè,đau mặt,nghẹt mũi,,,,,
Tiêu chảy cấp,sốt,tiêu chảy,nôn,mất nước,đau bụng,,,
Viêm phế quản,sốt nhẹ,đau ngực,mệt mỏi,ho có đờm,,,,
Viêm dạ dày,ợ chua,buồn nôn,đau bụng,nôn,,,,
Thủy đậu,sốt,phát ban,,,,,,
Viêm phế quản,mệt mỏi,ho có đờm,khó thở,sốt nhẹ,,,,
Tiêu chảy cấp,tiêu chảy,mất nước,buồn nôn,,,,,
Sốt rét,ớn lạnh,đổ mồ hôi,sốt cao,,,,,
Thủy đậu,mệt mỏi,chán ăn,phát ban,ngứa,sốt,,,
Tiêu chảy cấp,đau bụng,nôn,tiêu chảy,sốt,buồn nôn,,,
Cảm cúm,ớn lạnh,đau nhức cơ,đau đầu,mệt mỏi,sốt cao,,,
Viêm dạ dày,đau bụng,buồn nôn,chán ăn,ợ chua,,,,
Đau nửa đầu,chóng mặt,đau đầu,nhạy cảm ánh sáng,,,,,
Dị ứng,nghẹt mũi,hắt hơi,ngứa,,,,,
Tiêu chảy cấp,mất nước,buồn nôn,đau bụng,nôn,,,,
Viêm xoang,nghẹt mũi,sổ mũi,đau mặt,đau đầu,giảm khứu giác,,,
Sốt xuất huyết,đau sau hốc mắt,sốt cao,đau khớp,phát ban,chảy máu cam,,,
Cảm lạnh,nghẹt mũi,hắt hơi,sổ mũi,đau họng,ho,,,
Hen suyễn,khó thở,thở khò khè,,,,,,
Sốt xuất huyết,nghẹt mũi,đau sau hốc mắt,phát ban,đau đầu,sốt cao,,,
Dị ứng,nghẹt mũi,ngứa,phát ban,hắt hơi,,,,
Tiêu chảy cấp,nôn,đau bụng,tiêu chảy,buồn nôn,,,,
Đau nửa đầu,nhạy cảm ánh sáng,nôn,buồn nôn,đau đầu,,,,
Thủy đậu,mệt mỏi,phát ban,ngứa,sốt,,,,
Cảm cúm,đau đầu,đau nhức cơ,mệt mỏi,sốt cao,ho,,,
Dị ứng,nghẹt mũi,hắt hơi,phát ban,ngứa,,,,
Sốt rét,đổ mồ hôi,ho,mệt mỏi,buồn nôn,sốt cao,ớn lạnh,,
Viêm họng,sưng hạch,đau họng,khó nuốt,,,,,
Viêm họng,sưng hạch,khó nuốt,đau họng,,,,,
Cảm cúm,ho,mệt mỏi,đau nhức cơ,ớn lạnh,sốt cao,đau đầu,,
Cảm lạnh,đau họng,mệt mỏi,ho,sổ mũi,hắt hơi,nghẹt mũi,,
Đau nửa đầu,nhạy cảm ánh sáng,chóng mặt,buồn nôn,đau đầu,,,,
Sốt rét,buồn nôn,ớn lạnh,đổ mồ hôi,sốt cao,đau đầu,,,
Đau nửa đầu,nôn,chóng mặt,nhạy cảm ánh sáng,buồn nôn,đau đầu,,,
Sốt xuất huyết,đau sau hốc mắt,sốt cao,buồn nôn,phát ban,,,,
Cảm cúm,mệt mỏi,đau nhức cơ,sốt cao,ho,đau họng,,,
Dị ứng,chảy nước mắt,đau khớp,hắt hơi,phát ban,nghẹt mũi,,,
Tiêu chảy cấp,tiêu chảy,,,,,,,
Viêm phổi,sốt cao,ho có đờm,khó thở,ớn lạnh,,,,
Viêm dạ dày,chán ăn,ợ chua,buồn nôn,đau bụng,,,,
Cảm lạnh,sổ mũi,ho,hắt hơi,nghẹt mũi,,,,
Tiêu chảy cấp,sốt,mất nước,đau bụng,tiêu chảy,nôn,,,
Cảm lạnh,hắt hơi,nghẹt mũi,mệt mỏi,ho,sổ mũi,đau họng,,
Viêm phế quản,mệt mỏi,ho có đờm,khó thở,,,,,
Dị ứng,hắt hơi,ngứa,nghẹt mũi,chảy nước mắt,,,,
Cảm cúm,sốt cao,mệt mỏi,ớn lạnh,đau nhức cơ,đau họng,,,
Hen suyễn,đau ngực,thở khò khè,khó thở,,,,,
Cảm lạnh,hắt hơi,mệt mỏi,nghẹt mũi,,,,,
Viêm họng,ho,sưng hạch,đau họng,sốt,khó nuốt,,,
Thủy đậu,sốt,phát ban,ngứa,,,,,
Viêm phế quản,đau sau hốc mắt,ho có đờm,mệt mỏi,đau ngực,,,,
Dị ứng,ngứa,chảy nước mắt,hắt hơi,nghẹt mũi,phát ban,,,
Sốt rét,sốt cao,đổ mồ hôi,đau đầu,ớn lạnh,,,,
Đau nửa đầu,đau đầu,chóng mặt,nôn,nhạy cảm ánh sáng,,,,
Viêm phổi,sốt cao,khó thở,ớn lạnh,ho có đờm,,,,
Viêm dạ dày,nôn,đau bụng,ợ chua,,,,,
Viêm dạ dày,đau bụng,ợ chua,đầy hơi,,,,,
Viêm xoang,đau mặt,đau đầu,nghẹt mũi,,,,,
Thủy đậu,ngứa,mệt mỏi,,,,,,
Viêm xoang,sổ mũi,đau mặt,nghẹt mũi,,,,,
Dị ứng,hắt hơi,phát ban,ngứa,nghẹt mũi,chảy nước mắt,,,
Cảm cúm,mệt mỏi,ho,sốt cao,đau họng,ớn lạnh,,,
Viêm xoang,đau đầu,giảm khứu giác,sổ mũi,đau mặt,,,,
Sốt xuất huyết,đau sau hốc mắt,phát ban,sốt cao,,,,,
Tiêu chảy cấp,nôn,buồn nôn,đau bụng,mất nước,tiêu chảy,,,
Viêm họng,nôn,khó nuốt,đau họng,,,,,
Tiêu chảy cấp,đau bụng,sốt,tiêu chảy,,,,,
Cảm cúm,đau họng,ho,đau nhức cơ,mệt mỏi,sốt cao,,,
Thủy đậu,mệt mỏi,phát ban,sốt,ngứa,,,,
Viêm xoang,giảm khứu giác,đau mặt,nghẹt mũi,,,,,
Cảm lạnh,đau họng,sổ mũi,nghẹt mũi,hắt hơi,,,,
Dị ứng,chảy nước mắt,ngứa,hắt hơi,,,,,
Viêm phế quản,khó thở,đau ngực,ho có đờm,mệt mỏi,,,,
Cảm cúm,sốt cao,đau đầu,mệt mỏi,ớn lạnh,đau nhức cơ,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,sốt cao,,,,,
Tiêu chảy cấp,sốt,đau bụng,tiêu chảy,,,,,
Viêm họng,đau họng,sưng hạch,sốt,,,,,
Cảm lạnh,hắt hơi,ho,nghẹt mũi,sổ mũi,mệt mỏi,,,
Cảm lạnh,đổ mồ hôi,sổ mũi,hắt hơi,nghẹt mũi,mệt mỏi,,,
Viêm xoang,nghẹt mũi,sốt,đau mặt,,,,,
Viêm dạ dày,nôn,buồn nôn,đau bụng,ợ chua,chán ăn,,,
Tiêu chảy cấp,mất nước,buồn nôn,đau bụng,tiêu chảy,,,,
Cảm lạnh,nghẹt mũi,hắt hơi,mệt mỏi,đau họng,ho,sổ mũi,,
Cảm lạnh,hắt hơi,nghẹt mũi,đau họng,ho,sổ mũi,,,
Viêm xoang,nghẹt mũi,giảm khứu giác,đau mặt,đau đầu,sổ mũi,,,
Sốt xuất huyết,đau khớp,chảy máu cam,phát ban,buồn nôn,đau sau hốc mắt,sốt cao,,
Viêm họng,đau họng,sốt,khó nuốt,,,,,
Hen suyễn,đau ngực,khó thở,ho,,,,,
Sốt xuất huyết,chảy máu cam,sốt cao,đau sau hốc mắt,phát ban,,,,
Viêm xoang,đau mặt,sổ mũi,giảm khứu giác,đau đầu,,,,
Hen suyễn,khó thở,đau ngực,thở khò khè,,,,,
Đau nửa đầu,nôn,chóng mặt,đau đầu,nhạy cảm ánh sáng,,,,
Đau nửa đầu,đau đầu,buồn nôn,nhạy cảm ánh sáng,,,,,
Viêm phế quản,đau ngực,ho có đờm,khó thở,,,,,
Hen suyễn,thở khò khè,khó thở,ho,,,,,
Hen suyễn,khó thở,thở khò khè,đau ngực,,,,,
Sốt xuất huyết,sốt cao,phát ban,đau sau hốc mắt,buồn nôn,,,,
Viêm phế quản,đau bụng,ho có đờm,khó thở,,,,,
Thủy đậu,mệt mỏi,ngứa,phát ban,sốt,,,,
Thủy đậu,phát ban,ngứa,mệt mỏi,,,,,
Đau nửa đầu,buồn nôn,nhạy cảm ánh sáng,đau đầu,nôn,chóng mặt,,,
Cảm cúm,ớn lạnh,đau nhức cơ,đau đầu,mệt mỏi,sốt cao,,,
Cảm lạnh,hắt hơi,mệt mỏi,sổ mũi,nghẹt mũi,,,,
Dị ứng,chảy nước mắt,ngứa,hắt hơi,phát ban,,,,
Thủy đậu,phát ban,ngứa,chán ăn,,,,,
Sốt xuất huyết,buồn nôn,đau sau hốc mắt,phát ban,đau đầu,sốt cao,chảy máu cam,,
Viêm phế quản,sốt nhẹ,khó thở,ho có đờm,mệt mỏi,,,,
Dị ứng,ngứa,,,,,,,
Hen suyễn,chóng mặt,khó thở,thở khò khè,ho,,,,
Viêm họng,đau họng,sưng hạch,,,,,,
Viêm xoang,nghẹt mũi,đau đầu,giảm khứu giác,đau mặt,,,,
Đau nửa đầu,chóng mặt,nhạy cảm ánh sáng,nôn,đau đầu,,,,
Viêm họng,khó nuốt,ho,sưng hạch,sốt,đau họng,,,
Đau nửa đầu,nhạy cảm ánh sáng,buồn nôn,đau đầu,nôn,,,,
Sốt xuất huyết,chảy máu cam,đau sau hốc mắt,đau đầu,sốt cao,phát ban,,,
Đau nửa đầu,nôn,nhạy cảm ánh sáng,đau đầu,,,,,
Cảm lạnh,sổ mũi,hắt hơi,ho,nghẹt mũi,,,,
Viêm họng,khó nuốt,ho,sốt,sưng hạch,,,,
Viêm phế quản,khó thở,ho có đờm,đau ngực,sốt nhẹ,,,,
Cảm lạnh,sổ mũi,đau họng,hắt hơi,,,,,
Sốt rét,ớn lạnh,đổ mồ hôi,buồn nôn,,,,,
Viêm phổi,sốt cao,mệt mỏi,khó thở,,,,,
Viêm phế quản,ho có đờm,mệt mỏi,khó thở,,,,,
Sốt xuất huyết,phát ban,đau khớp,đau đầu,sốt cao,đau sau hốc mắt,,,
Sốt rét,đổ mồ hôi,buồn nôn,ớn lạnh,mệt mỏi,sốt cao,,,
Sốt xuất huyết,đau sau hốc mắt,phát ban,,,,,,
Viêm xoang,sổ mũi,đau mặt,giảm khứu giác,,,,,
Dị ứng,chảy nước mắt,nghẹt mũi,hắt hơi,ngứa,,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,đau khớp,sốt cao,,,,
Viêm dạ dày,buồn nôn,ợ chua,đau bụng,,,,,
Dị ứng,ngứa,phát ban,hắt hơi,,,,,
Thủy đậu,phát ban,chán ăn,ngứa,,,,,
Sốt rét,sốt cao,mệt mỏi,ớn lạnh,đổ mồ hôi,,,,
Cảm lạnh,đau họng,mệt mỏi,nghẹt mũi,sổ mũi,hắt hơi,,,
Viêm phế quản,mệt mỏi,ho có đờm,đau ngực,khó thở,,,,
Hen suyễn,thở khò khè,khó thở,,,,,,
Thủy đậu,phát ban,ngứa,mệt mỏi,chán ăn,,,,
Viêm phổi,ớn lạnh,đau ngực,sốt cao,khó thở,ho có đờm,mệt mỏi,,
Viêm họng,khó nuốt,ho,sốt,sưng hạch,đau họng,,,
Viêm dạ dày,buồn nôn,nôn,chán ăn,đau bụng,,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,buồn nôn,,,,,
Viêm dạ dày,đầy hơi,nôn,chán ăn,ợ chua,buồn nôn,đau bụng,,
Sốt rét,giảm khứu giác,đổ mồ hôi,mệt mỏi,sốt cao,ớn lạnh,,,
Viêm dạ dày,ợ chua,đầy hơi,buồn nôn,đau bụng,chán ăn,,,
Sốt xuất huyết,đau sau hốc mắt,phát ban,buồn nôn,chảy máu cam,sốt cao,,,
Viêm phế quản,sốt nhẹ,đau ngực,ho có đờm,mệt mỏi,hắt hơi,khó thở,,
Tiêu chảy cấp,mất nước,đau bụng,tiêu chảy,nôn,,,,
Đau nửa đầu,chóng mặt,nhạy cảm ánh sáng,đau đầu,,,,,
Cảm cúm,đau đầu,mệt mỏi,sốt cao,ho,ớn lạnh,đau nhức cơ,,
Thủy đậu,ngứa,phát ban,,,,,,
Viêm phế quản,khó thở,sốt nhẹ,đau ngực,,,,,
Sốt rét,sốt,mệt mỏi,đổ mồ hôi,ớn lạnh,,,,
Đau nửa đầu,nhạy cảm ánh sáng,đau đầu,nôn,,,,,
Viêm họng,khó nuốt,đau họng,,,,,,
Viêm xoang,đau mặt,nghẹt mũi,,,,,,
Viêm xoang,đau mặt,nghẹt mũi,,,,,,
Cảm cúm,sốt cao,ớn lạnh,mệt mỏi,ho,,,,
Sốt rét,sốt cao,đổ mồ hôi,ớn lạnh,đau đầu,,,,
Đau nửa đầu,chóng mặt,đau đầu,nhạy cảm ánh sáng,mệt mỏi,,,,
Tiêu chảy cấp,đau bụng,tiêu chảy,sốt,buồn nôn,,,,
Thủy đậu,chán ăn,phát ban,mệt mỏi,ngứa,,,,
Dị ứng,phát ban,nghẹt mũi,chảy nước mắt,hắt hơi,,,,
Sốt xuất huyết,đau sau hốc mắt,sốt cao,phát ban,buồn nôn,,,,
Viêm dạ dày,đau bụng,ợ chua,nôn,đầy hơi,,,,
Viêm xoang,đau mặt,nghẹt mũi,,,,,,
Viêm xoang,đau mặt,nghẹt mũi,giảm khứu giác,,,,,
Sốt rét,đổ mồ hôi,sốt cao,ớn lạnh,,,,,
Viêm phổi,đau ngực,khó thở,sốt cao,mệt mỏi,ho có đờm,,,
